0,1,2,3,4,5,6,7
化工领域人工智能业务专家,          中化学数智科技有限公司        ,面议,大模型|国企|100-299人|云计算/大数据,北京·东城·北新桥,5-10年,本科,http://www.zhaopin.com/jobdetail/CCL1459927660J40634110407.htm
人工智能技术应用专业带头人,          信阳航空职业学院        ,6千-8千,集体授课|线下授课|学校/下级学院|500-999人|学校/学历教育,信阳·平桥区·震雷山街道,5-10年,硕士,http://www.zhaopin.com/jobdetail/CC857187300J40644286103.htm
文字编辑（心理学、计算机、人工智能、物理学、化学、数学等专业）,          中国人民大学出版社        ,1万-1.5万,数学|物理|化学|心理学|计算机|国企|500-999人|新闻/出版,北京·海淀·海淀街道,1-3年,硕士,http://www.zhaopin.com/jobdetail/CC000281890J40581834209.htm
C++软件开发工程师,          湖南墨达智能科技有限公司        ,1.5万-2.5万,数据结构|C++|算法基础|民营|20-99人|人工智能,长沙·岳麓·洋湖,1-3年,本科,http://www.zhaopin.com/jobdetail/CCL1412343170J40316017107.htm
课程开发设计（人工智能）,          河南万算大数据技术有限公司        ,4千-8千,教育工作经验|大学教育|教研|课程设计|民营|20-99人|云计算/大数据,郑州·中原·沟赵,经验不限,本科,http://www.zhaopin.com/jobdetail/CCL1272173520J40541314913.htm
博士后/生物学，生物化学，生物信息学，人工智能，分子生物学，材料学，机械工程，药物化学专业,          广州国际生物岛(中以合作区)管理委员会        ,1.8万-3万,港澳台公司|500-999人|互联网,广州·海珠·官洲,经验不限,博士,http://www.zhaopin.com/jobdetail/CCL1318355140J40647434503.htm
软件销售经理（物联网/教育/人工智能）,          海南中信达信息技术有限公司        ,8千-1.2万,渠道销售|区域销售|民营|20-99人|网络/信息安全,哈尔滨·南岗·革新,3-5年,本科,http://www.zhaopin.com/jobdetail/CC241461330J40701119305.htm
B2B人工智能销售（客源充足）,          探迹科技        ,1.8万-2.8万,企业客户|地推销售|电话销售|民营|1000-9999人|互联网,苏州·昆山·玉山,无经验,大专,http://www.zhaopin.com/jobdetail/CC406882580J40661047902.htm
机器视觉应用工程师,          湖南比邻星科技有限公司        ,8千-1.5万,机器人|图像识别产品|OpenCV|HALCON|C++|C#|Qt|民营|20-99人|人工智能,长沙·岳麓·岳麓街道,1-3年,大专,http://www.zhaopin.com/jobdetail/CCL1354664470J40527779508.htm
人工智能项目经理,          北京京东阳设计咨询有限公司        ,1.5万-2.5万,大模型|知识图谱|智能机器人|智能问答|机器视觉|其它|20人以下|专业技术服务,北京·朝阳·高碑店,5-10年,本科,http://www.zhaopin.com/jobdetail/CC470171220J40579208811.htm
【人工智能】Tob销售-双休,          探迹科技        ,1.5万-3万,企业客户|电话销售|面销/陌拜|网络销售|民营|1000-9999人|互联网,杭州·滨江·长河,经验不限,大专,http://www.zhaopin.com/jobdetail/CC406882580J40656705202.htm
人工智能技术应用专任教师,          信阳航空职业学院        ,5千-7千,集体授课|线下授课|学校/下级学院|500-999人|学校/学历教育,信阳·平桥区·震雷山街道,3-5年,本科,http://www.zhaopin.com/jobdetail/CC857187300J40644289103.htm
项目经理（人工智能）,          同方知网（北京）技术有限公司        ,1.2万-1.8万,大模型|NLP|知识图谱|民营|1000-9999人|IT服务,北京·海淀·东升,3-5年,本科,http://www.zhaopin.com/jobdetail/CC133615290J40761308715.htm
人工智能项目经理,          信通院(河北)科技创新研究院有限公司        ,6千-9千,系统集成项目管理工程师|国企|20-99人|通信/网络设备,保定·竞秀·韩村,经验不限,本科,http://www.zhaopin.com/jobdetail/CCL1288337550J40669226201.htm
人工智能产品经理,          内蒙古华腾科技股份有限公司        ,2.3万-3万,NLP|大模型|AIGC|搜索|知识图谱|民营|100-299人|计算机软件,北京·海淀·紫竹院,3-5年,本科,http://www.zhaopin.com/jobdetail/CC259433110J40648808209.htm
机器视觉软件工程师（halcon & C#）,          超音速人工智能科技股份有限公司        ,2万-4万,图像识别产品|股份制企业|500-999人|工业自动化,广州·番禺·石基,5-10年,本科,http://www.zhaopin.com/jobdetail/CC298258680J40512410302.htm
AI人工智能领域实习生,          北京天云融创软件技术有限公司        ,100-150/天,自然语言处理|民营|20-99人|计算机软件,北京·海淀·学院路,无经验,本科,http://www.zhaopin.com/jobdetail/CC236022030J40545893906.htm
人工职能教师,          天津市经职人力资源顾问有限公司        ,6千-8千,课程策划|课程教授|助理教师|视觉图像算法|自然语音处理|语音算法|导航算法|机器人算法|视频算法|广告算法|深度学习|国企|20-99人|人力资源服务,天津·河西·马场,无经验,本科,http://www.zhaopin.com/jobdetail/CC287158410J40603199606.htm
人工智能产品经理,          四川绿璟智汇生态环保科技有限公司        ,1.5万-2万·15薪,智能驾驶|大模型|20-99人|环保,长沙·岳麓·麓谷,3-5年,本科,http://www.zhaopin.com/jobdetail/CCL1486478320J40645544114.htm
海外售前工程师（智能交通）,          盛视科技        ,1.5万-3万,IT/互联网|物联网|人工智能|软件行业|上市公司|500-999人|人工智能,深圳·福田·华富,3-5年,本科,http://www.zhaopin.com/jobdetail/CC152838410J40399313006.htm
人工智能交付经理,          济南市中未来产业发展有限公司        ,1.1万-1.6万,国企|20人以下|投资/融资,济南·市中·七里山,5-10年,本科,http://www.zhaopin.com/jobdetail/CCL1350662230J40590591906.htm
人工智能及数字孪生中心副主任,          合肥综合性国家科学中心能源研究院(安徽省能源实验室)        ,面议,事业单位|100-299人|新能源,合肥·庐阳·三十岗,3-5年,博士,http://www.zhaopin.com/jobdetail/CCL1237831530J40548905107.htm
人工智能顾问,          郑州奥博细胞医学实验室有限公司        ,5千-6千元/月,民营|20-99人|生物工程,郑州·金水·兴达路,1-3年,大专,http://www.zhaopin.com/jobdetail/CCL1232878030J40681887314.htm
人工智能技术特聘研究员（博士后）,          东海实验室        ,3万-5万,博士后|20-99人|社团/组织/社会保障,舟山·定海区·临城街道,无经验,博士,http://www.zhaopin.com/jobdetail/CCL1448625280J40667295601.htm
博士后-人工智能方向,          理邦仪器        ,4万-6万,上市公司|1000-9999人|医疗设备/器械,深圳·坪山·坑梓,经验不限,博士,http://www.zhaopin.com/jobdetail/CC120167000J40649304307.htm
人工智能讲师,          山东顺诺腾辉智能科技有限公司        ,9千-1.5万,职业技能培训|民营|20-99人|人工智能,青岛·城阳·上马,3-5年,本科,http://www.zhaopin.com/jobdetail/CCL1390364510J40504127712.htm
人工智能总监/研发总监/技术总监,          六合熙诚(北京)信息科技有限公司        ,3.5万-5.5万,Python|数据结构|算法基础|搜索引擎技术|全栈开发|合资|20-99人|科学技术推广,北京·西城·什刹海,10年以上,本科,http://www.zhaopin.com/jobdetail/CCL1258979370J40572247103.htm
阿里投资/月入1-3W/可小白/当月发薪-AI人工智能软件销售,          探迹科技        ,1.1万-2.2万,企业客户|KA大客户|面销/陌拜|电话销售|网络销售|民营|1000-9999人|互联网,天津·西青·西营门,经验不限,大专,http://www.zhaopin.com/jobdetail/CC406882580J40650408602.htm
实训课程研发工程师,          山东睿创教育科技有限公司        ,1万-2万,课程策划|课程教授|深度学习|机器学习|其它|20人以下|计算机软件,济南·历城·彩石,3-5年,本科,http://www.zhaopin.com/jobdetail/CCL1459474950J40590395302.htm
人工智能专业教师【工作地：马鞍山】,          皖江工学院        ,6千-9千,电气类|计算机类|学校/下级学院|500-999人|学校/学历教育,兰州·城关区·广武门街道,经验不限,硕士,http://www.zhaopin.com/jobdetail/CCL1246092520J40576193312.htm
人工智能视觉部部长(J44960),          京东方科技集团股份有限公司        ,5万-8万,上市公司|10000人以上|电子/半导体/集成电路,北京·大兴·荣华街道,10年以上,博士,http://www.zhaopin.com/jobdetail/CC161678510J40655890314.htm
人工智能及数字孪生中心主任,          合肥综合性国家科学中心能源研究院(安徽省能源实验室)        ,面议,事业单位|100-299人|新能源,合肥·庐阳·三十岗,10年以上,博士,http://www.zhaopin.com/jobdetail/CCL1237831530J40546629407.htm
高级经理-人工智能学院筹备办公室,          香港中文大学(深圳)        ,2.5万-3.5万,日常英文会话能力|大型活动组织经验|公文写作|沟通协调|政府关系|事业单位|100-299人|培训/辅导服务,深圳·龙岗·龙城,5-10年,硕士,http://www.zhaopin.com/jobdetail/CC542239820J40748910115.htm
B端人工智能销售（当月发薪+小白可培）,          探迹科技        ,1.1万-1.6万,KA大客户|企业客户|政府客户|面销/陌拜|电话销售|网络销售|独角兽企业|带薪培训|可小白|民营|1000-9999人|互联网,济南·历城·港沟,经验不限,大专,http://www.zhaopin.com/jobdetail/CC406882580J40659704302.htm
行业解决方案工程师（智慧园区（软、硬件）、智能制造、人工智能方向）,          西安翔迅科技有限责任公司        ,1.2万-1.8万·14薪,智慧园区|国企|500-999人|计算机硬件,西安·雁塔,5-10年,本科,http://www.zhaopin.com/jobdetail/CC144176910J40610688116.htm
人工智能部 产品解决方案岗,          阳光保险集团        ,面议,大模型|产品经理|产品解决方案|股份制企业|10000人以上|保险,北京·通州·永顺,3-5年,本科,http://www.zhaopin.com/jobdetail/CC120868770J40692106304.htm
技术经理,          北京思灵机器人科技有限责任公司        ,1.2万-2万,机器人设计|机器人测试|机器人结构设计|汽车行业|航空航天|人工智能|制药/医疗|教育培训|民营|1000-9999人|人工智能,重庆·江北·江北城,5-10年,本科,http://www.zhaopin.com/jobdetail/CC822193520J40382089401.htm
招聘普工/操作工-五险一金/包吃,          上海锦海企业管理咨询有限公司        ,7千-8千,恒温车间|包住|厂内食堂|两班倒|长白班|月休四天|国企|500-999人|企业服务,杭州·钱塘·白杨,经验不限,学历不限,http://www.zhaopin.com/jobdetail/CCL1279436630J40673154512.htm
人工智能销售主管(独角兽/高提成/ToB端/有资源),          探迹科技        ,2万-4万,企业客户|电话销售|面销/陌拜|地推销售|知识产权销售|法律服务销售|直销|民营|1000-9999人|互联网,青岛·市南·湛山,3-5年,大专,http://www.zhaopin.com/jobdetail/CC406882580J40664790602.htm
软件工程师（机器视觉）,          沈阳埃克斯邦科技有限公司        ,1.6万-3万,机器人|图像识别产品|民营|20-99人|工业自动化,沈阳·和平·太原街,5-10年,学历不限,http://www.zhaopin.com/jobdetail/CC278822680J40542419406.htm
人工智能自动化设备及工具，销售工程师,          深圳市奥春机电科技有限公司        ,1.1万-1.5万,企业客户|民营|20-99人|工业自动化,深圳·宝安·航城,经验不限,学历不限,http://www.zhaopin.com/jobdetail/CC685252120J40616752104.htm
智能硬件产品经理,          福建汉特云智能科技有限公司        ,8千-1.6万,人工智能产品|民营|20-99人|人工智能,福州·仓山·建新,3-5年,本科,http://www.zhaopin.com/jobdetail/CC885744450J40634488016.htm
人工智能销售主管(独角兽+高提成+ToB端),          探迹科技        ,1.6万-3万,知识产权销售|法律服务销售|SAAS软件销售|企业客户|代理商销售|电话销售|面销/陌拜|民营|1000-9999人|互联网,烟台·芝罘·毓璜顶,3-5年,大专,http://www.zhaopin.com/jobdetail/CC406882580J40654982402.htm
人工智能/智能客服/+高薪大客户+双休,          中科汇联        ,1.1万-1.8万,股份制企业|300-499人|人工智能,北京·海淀·上地,1-3年,本科,http://www.zhaopin.com/jobdetail/CC000407170J40590396507.htm
销售经理-人工智能,          蒙帕信息        ,8千-1.5万,软件大客户销售|企业客户|硬件大客户销售|人工智能|IT服务|股份制企业|100-299人|IT服务,西安·雁塔·丈八沟,3-5年,本科,http://www.zhaopin.com/jobdetail/CC383412180J40018597004.htm
（AI大数据人工智能）软件销售,          探迹科技        ,1.2万-2万,面销/陌拜|电话销售|民营|1000-9999人|互联网,广州·海珠·琶洲,经验不限,学历不限,http://www.zhaopin.com/jobdetail/CC406882580J40592161502.htm
商务精英（AI人工智能会展传媒业务线）,          北京智诚鹏展科技有限公司        ,1.5万-2万,渠道合作|投标竞标|商务合作|政府客户|院校客户|企业客户|人工智能|招标投标|商务谈判|股份制企业|20-99人|人工智能,北京·朝阳·高碑店,1-3年,大专,http://www.zhaopin.com/jobdetail/CCL1308100390J40334609804.htm
莆田分公司-客户销售,          杭州海康威视数字技术股份有限公司        ,1.1万-1.5万·15薪,人工智能|物联网|上市公司|10000人以上|人工智能,莆田·荔城区·拱辰街道,1-3年,本科,http://www.zhaopin.com/jobdetail/CC120975580J40283404215.htm
CAA软件工程师,          华生科技(天津)有限公司        ,1.5万-3万,C++|catia|二次开发|民营|20-99人|人工智能,天津·西青·中北,3-5年,本科,http://www.zhaopin.com/jobdetail/CCL1309317830J40601996505.htm
首席人工智能解决方案工程师,          长安通信科技有限责任公司        ,3万-5万,国企|500-999人|计算机软件,北京·昌平·北七家,经验不限,博士,http://www.zhaopin.com/jobdetail/CC537276620J40670138912.htm
属地化大项目经理（人工智能方向）,          北京国网信通埃森哲信息技术有限公司        ,1.5万-3万,国企|300-499人|咨询服务,北京·西城·椿树,3-5年,本科,http://www.zhaopin.com/jobdetail/CC599805220J40628414713.htm
猎头顾问（AI人工智能方向）,          上海珏妙企业管理咨询有限责任公司        ,1.2万-2万,民营|20-99人|咨询服务,上海·浦东·陆家嘴,3-5年,本科,http://www.zhaopin.com/jobdetail/CC535782080J40550327706.htm
人工智能产品销售工程师/客户经理/渠道分销,          视尔信息        ,6千-1.2万,KA大客户|企业客户|电话销售|面销/陌拜|渠道销售|民营|20-99人|计算机软件,合肥·蜀山·高新区,1-3年,本科,http://www.zhaopin.com/jobdetail/CC272628320J40096980504.htm
医疗人工智能训练师,          大连斯锐信息技术有限公司        ,200-250/天,AI机器人训练|智能客服训练|民营|1000-9999人|计算机软件,大连·甘井子·凌水,无经验,本科,http://www.zhaopin.com/jobdetail/CC424188180J40616789712.htm
项目经理（人工智能）,          北京彩智科技有限公司        ,1.5万-2.2万,AI项目|PMP|电子政务|民营|100-299人|人工智能,北京·海淀·中关村,3-5年,本科,http://www.zhaopin.com/jobdetail/CC444876730J40688832212.htm
人工智能项目经理,          北京国网信通埃森哲信息技术有限公司        ,1.5万-3万,AI项目|国企|300-499人|咨询服务,北京·西城·椿树,3-5年,本科,http://www.zhaopin.com/jobdetail/CC599805220J40588643513.htm
人工智能AI系统 精准名单,          成都柏佧企业管理有限公司        ,7千-1万,不加班 不销售|社保 无责底薪|工龄工资 年终奖励|合资|100-299人|银行,成都·青羊·西御河,经验不限,学历不限,http://www.zhaopin.com/jobdetail/CCL1482423440J40653878107.htm
上位机研发工程师,          成都博恩思医学机器人有限公司        ,1.4万-2.2万,机器人开发|QT开发|民营|20-99人|医疗设备/器械,成都·武侯·桂溪,3-5年,本科,http://www.zhaopin.com/jobdetail/CC452025180J40547259209.htm
SDK开发工程师,          北京视线科技有限公司        ,2万-3万,民营|20-99人|人工智能,北京·朝阳·呼家楼,3-5年,本科,http://www.zhaopin.com/jobdetail/CCL1484987500J40578567811.htm
软件销售经理（物联网/教育/人工智能）,          海南中信达信息技术有限公司        ,8千-1.2万,渠道销售|区域销售|民营|20-99人|网络/信息安全,长春·绿园·春城,3-5年,本科,http://www.zhaopin.com/jobdetail/CC241461330J40701119405.htm
人工智能工程师（图像识别）,          北京宏诚创新科技有限公司        ,1.8万-2.5万,智能硬件|民营|100-299人|计算机软件,北京·通州·台湖,5-10年,硕士,http://www.zhaopin.com/jobdetail/CC657794120J40651497202.htm
销售-人工智能,          恒意得科技        ,1万-2万,人工智能|工业自动化|管理能力|机器视觉|高级销售|大客户销售|区域销售|民营|100-299人|电子设备制造,上海·浦东·北蔡,1-3年,本科,http://www.zhaopin.com/jobdetail/CC206451310J40301605603.htm
人工智能训练师,          山西百川信息科技有限公司        ,3千-6千,图像标注|音频标注|视频标注|语音标注|文本标注|民营|100-299人|IT服务,太原·小店·西温庄,经验不限,大专,http://www.zhaopin.com/jobdetail/CCL1350601950J40652305109.htm
【AI人工智能】销售主管-双休,          探迹科技        ,2.5万-4万,企业客户|电话销售|面销/陌拜|区域销售|民营|1000-9999人|互联网,杭州·余杭·五常,3-5年,大专,http://www.zhaopin.com/jobdetail/CC406882580J40663123602.htm
C++（无人机方向）,          四川知周科技有限责任公司        ,1.4万-1.8万,民营|100-299人|船舶/航空/航天/火车制造,成都·武侯·簇锦,3-5年,大专,http://www.zhaopin.com/jobdetail/CC380907810J40642742211.htm
软件工程师助理,          天津泰华易而速机器人科技有限公司        ,5千-6千,嵌入式开发|QT|STL|民营|20-99人|人工智能,天津·滨海新区·天津生态城,经验不限,本科,http://www.zhaopin.com/jobdetail/CC438111380J40365170915.htm
人工智能ai项目（加盟）,          四川硅佳智能科技有限公司        ,1.7万-3万,推荐|搜索|大模型|数字虚拟人|智能问答|民营|20-99人|人工智能,成都·锦江·柳江,经验不限,学历不限,http://www.zhaopin.com/jobdetail/CCL1473569070J40669323501.htm
AI大模型应用开发高级讲师,          合肥红青职业技术培训学校有限公司        ,1万-1.5万,Python|Hadoop|Spark|AI|大模型应用开发|生成式大模型|人工智能|爬虫|学校/下级学院|100-299人|计算机软件,合肥·庐阳,3-5年,大专,http://www.zhaopin.com/jobdetail/CCL1462723410J40417243703.htm
人工智能机器人测试无经验,          深圳皇贵易德科技有限公司        ,4千-6千,计算机软件,深圳·龙华·民治,经验不限,大专,http://www.zhaopin.com/jobdetail/CCL1462553860J40592882509.htm
【人工智能】Tob销售-双休,          探迹科技        ,1万-2万,企业客户|电话销售|面销/陌拜|网络销售|民营|1000-9999人|互联网,杭州·余杭·五常,经验不限,大专,http://www.zhaopin.com/jobdetail/CC406882580J40656560802.htm
视觉语言模型（VLM）解决方案,          中创智维科技        ,2.5万-4万,民营|100-299人|人工智能,北京·海淀·羊坊店,5-10年,硕士,http://www.zhaopin.com/jobdetail/CC272222130J40685223114.htm
人工智能产业学院教研负责人,          昆明新小领人力资源有限公司        ,1万-1.5万,教研管理|1000-9999人|人力资源服务,北京·朝阳·大屯,3-5年,本科,http://www.zhaopin.com/jobdetail/CCL1391523300J40652227403.htm
城市经理（AI人工智能教育方向）,          杭州智卷星球科技有限公司        ,1万-2万,院校客户|民营|20-99人|人工智能,杭州·上城·九堡,1-3年,本科,http://www.zhaopin.com/jobdetail/CCL1486775300J40642557707.htm
电网发展业务人工智能应用产品经理,          国网信通亿力科技有限责任公司        ,1.5万-2.5万,国企|1000-9999人|计算机软件,北京·西城·椿树,3-5年,本科,http://www.zhaopin.com/jobdetail/CC146246610J40569287906.htm
AI/人工智能研究员1人(A132271),          牧原实验室        ,2万-4万·13薪,研究员|100-299人|学术/科研,郑州·管城·商都路,5-10年,博士,http://www.zhaopin.com/jobdetail/CCL1241575100J40604330007.htm
数据分析咨询规划顾问（人工智能部）,          国家电投集团数字科技有限公司        ,面议,数据分析咨询规划顾问|国企|500-999人|IT服务,北京·昌平·北七家,5-10年,本科,http://www.zhaopin.com/jobdetail/CC478410210J40680355510.htm
解决方案项目经理（人工智能、城管、交通、公共安全方向）,          北京商海文天科技发展有限公司        ,1万-2万,民营|100-299人|人工智能,北京·丰台·看丹,3-5年,本科,http://www.zhaopin.com/jobdetail/CC143256030J40618072008.htm
人工智能软件销售-五险一金-双休,          探迹科技        ,9千-1万,企业客户|电话销售|网络销售|电话邀约|电话开发客户|电销+网销|民营|1000-9999人|互联网,南昌·西湖·丁公路,经验不限,大专,http://www.zhaopin.com/jobdetail/CC406882580J40658791602.htm
人工智能教师,          武汉优能高教科技有限公司        ,5千-8千,课程教授|助理教师|民营|100-299人|计算机软件,黄石·大冶市·汪仁镇,1-3年,大专,http://www.zhaopin.com/jobdetail/CC342312330J40466133408.htm
人工智能训练师,          四川星峰景晨科技有限公司        ,4千-6千,AI机器人训练|智能客服训练|民营|20-99人|互联网,成都·武侯·桂溪,经验不限,大专,http://www.zhaopin.com/jobdetail/CCL1452448830J40490744416.htm
软件销售（AI人工智能+月入过万+30%提成）,          厦门快商通科技股份有限公司        ,1万-1.5万,企业客户|医疗机构|教育/法律机构客户|电话销售|网络销售|15个1分钟的有效通话/天|SAAS软件销售|电销销冠|股份制企业|100-299人|计算机软件,厦门·集美·后溪,1-3年,中专/中技,http://www.zhaopin.com/jobdetail/CC197514220J40609673710.htm
ai人工智能销售客户经理,          中育联教(北京)科技有限公司        ,8千-1.2万,GPU|英伟达|初创|民营|20-99人|IT服务,北京·石景山·苹果园,1-3年,本科,http://www.zhaopin.com/jobdetail/CC424849430J40575589801.htm
人工智能讲师,          北京博海迪信息科技股份有限公司        ,8千-1.3万,深度学习|机器学习|自然语音处理|民营|300-499人|培训/辅导服务,珠海·香洲区·吉大街道,3-5年,本科,http://www.zhaopin.com/jobdetail/CC159698520J40607971502.htm
教师,          珠海文翰教育信息咨询有限公司        ,5千-1万,课程教授|民营|500-999人|培训/辅导服务,兰州·皋兰县·西岔镇,1-3年,硕士,http://www.zhaopin.com/jobdetail/CC492257580J40669423001.htm
智能座舱产品经理,          芜湖盟博科技有限公司        ,7千-1.3万·13薪,合资|100-299人|电子/半导体/集成电路,芜湖·弋江区·芜湖高新技术产业开发区,3-5年,本科,http://www.zhaopin.com/jobdetail/CC826004960J40516520404.htm
猎头顾问（人工智能方向）,          锐仕方达人才科技集团有限公司        ,1万-2万,技术岗位招聘|运营岗位招聘|高端岗位招聘|IT/互联网|云计算/大数据|人工智能|股份制企业|1000-9999人|人力资源服务,大连·甘井子·中华路,1-3年,大专,http://www.zhaopin.com/jobdetail/CCL1236606730J40473092214.htm
算力销售BD-人工智能,          山东易纬合创信息科技有限公司        ,1万-1.8万,KA大客户|政府客户|企业客户|生态圈管理|民营|500-999人|咨询服务,青岛·市南·湛山,3-5年,大专,http://www.zhaopin.com/jobdetail/CCL1258848090J40610877016.htm
ai人工智能售前技术支持工程师,          北京华晟经世信息技术股份有限公司        ,1.5万-2.5万,软件产品|上市公司|500-999人|通信/网络设备,北京·通州·台湖,5-10年,本科,http://www.zhaopin.com/jobdetail/CC427414310J40598718206.htm
博士后-人工智能方向,          理邦仪器        ,4万-6万,超声影像人工智能|心电诊断大模型|上市公司|1000-9999人|医疗设备/器械,深圳·坪山·坑梓,无经验,博士,http://www.zhaopin.com/jobdetail/CC120167000J40650627307.htm
人工智能事业部销售经理,          安徽超清科技股份有限公司        ,6千-1万,民营|300-499人|IT服务,合肥·肥东·店埠,5-10年,本科,http://www.zhaopin.com/jobdetail/CC394510320J40606487914.htm
高级机器视觉工程师（高级/20-40K/5年以上相关工作经验）,          伯肯森自动化技术(上海)有限公司        ,2万-4万,视觉图像算法|推荐算法|视频算法|模式识别|图像处理|图像检测识别|图像分类|图像增强|民营|20-99人|仪器仪表制造,苏州·虎丘·狮山,3-5年,本科,http://www.zhaopin.com/jobdetail/CC401482510J40369516210.htm
人工智能培训招生武汉,          51Testing        ,8千-1.6万,课程策划|深度学习|民营|100-299人|计算机软件,武汉·武昌,1-3年,大专,http://www.zhaopin.com/jobdetail/CC145362720J40477243302.htm
招商运营岗（人工智能方向）,          北京海新域城市更新集团有限公司        ,2万-2.5万,产业招商运营|智能制造|国企|100-299人|房地产开发,北京·海淀·四季青,3-5年,本科,http://www.zhaopin.com/jobdetail/CCL1407129460J40549647009.htm
咨询顾问（人工智能方向）,          北京国网信通埃森哲信息技术有限公司        ,1.8万-2.3万,国企|300-499人|咨询服务,北京·西城·椿树,5-10年,本科,http://www.zhaopin.com/jobdetail/CC599805220J40539827613.htm
网络工程师-华为项目(厂商不限制)-人工智能,          成都山康技术服务有限公司        ,1万-1.7万,锐捷|华为认证|华三认证|思科认证|迪普|中兴|民营|1000-9999人|网络/信息安全,西安·雁塔·丈八沟,经验不限,大专,http://www.zhaopin.com/jobdetail/CCL1258186750J40540780210.htm
ai机器人训练师,          吉林省瑞晟智能科技有限公司        ,4千-6千,AI机器人训练|电商类AI训练|智能家居训练|民营|20-99人|人工智能,长春·南关·临河,经验不限,大专,http://www.zhaopin.com/jobdetail/CCL1472967510J40552339707.htm
人工智能数据测试有人带,          深圳市天星一路科技有限公司        ,5千-8千,SLG游戏|卡牌游戏|冒险游戏|文字冒险游戏|益智解谜游戏|第三人称射击类|音乐游戏|格斗游戏|桌面游戏|塔防游戏|沙盒游戏|20-99人|计算机软件,深圳·龙岗·坂田,经验不限,大专,http://www.zhaopin.com/jobdetail/CCL1486091220J40640453611.htm
产品经理（人工智能教育+不加班）,          上海领时人力资源服务有限公司        ,1.4万-1.8万,游戏产品|民营|10000人以上|银行,上海·闵行·虹桥,3-5年,本科,http://www.zhaopin.com/jobdetail/CC551229530J40592679413.htm
toB双休ai智能销售/当月发薪/可小白,          探迹科技        ,1万-1.5万,企业客户|当月发薪|带薪培训|一对一带教|民营|1000-9999人|互联网,武汉·江夏·关东,经验不限,大专,http://www.zhaopin.com/jobdetail/CC406882580J40626920402.htm
C++开发工程师,          深圳市中航世星科技有限公司        ,2万-2.5万·13薪,C++|QT|民营|20-99人|电子/半导体/集成电路,深圳·南山·西丽,3-5年,本科,http://www.zhaopin.com/jobdetail/CC636733180J40351902613.htm
人工智能健康讲师,          尚龄云南家庭健康管理有限责任公司        ,8千-1.5万,健康管理|民营|20-99人|医美/健康服务,北京·通州·北苑,1-3年,大专,http://www.zhaopin.com/jobdetail/CCL1480917280J40564401605.htm
商务拓展经理（BD：廊坊人工智能方向）,          百信信息技术有限公司        ,8千-1.2万,人工智能|硬件行业|企业客户（2B）|院校客户|商务谈判|民营|100-299人|计算机硬件,廊坊·广阳区,3-5年,本科,http://www.zhaopin.com/jobdetail/CC287431630J40415564607.htm
人工智能机器人检测可提供住宿,          深圳市裕孚智能科技有限公司        ,4千-6千,20-99人|人工智能,深圳·宝安·西乡,经验不限,大专,http://www.zhaopin.com/jobdetail/CCL1472994500J40650232302.htm
人工智能销售主管(独角兽/高提成/ToB端/有资源),          探迹科技        ,2万-4万,企业客户|电话销售|面销/陌拜|地推销售|知识产权销售|法律服务销售|直销|民营|1000-9999人|互联网,广州·海珠·琶洲,3-5年,大专,http://www.zhaopin.com/jobdetail/CC406882580J40664790802.htm
人工智能数据清洗项目经理,          吉林省百融信息技术有限公司        ,1万-1.5万,AI项目|民营|20-99人|IT服务,北京·丰台·看丹,3-5年,大专,http://www.zhaopin.com/jobdetail/CC840487120J40608019107.htm
视觉检测高级机械工程师,          苏州雅翼信息科技有限公司        ,1.8万-2.2万,机器人|机械臂|视觉检测|PLC|CAD|SOLID WORKS|民营|20-99人|IT服务,苏州·吴中·越溪,5-10年,本科,http://www.zhaopin.com/jobdetail/CCL1345374020J40664623214.htm
人工智能检测员,          深圳市劲励科技有限公司        ,4千-6千,民营|20-99人|计算机软件,深圳·龙华·民治,经验不限,大专,http://www.zhaopin.com/jobdetail/CCL1478560960J40608804116.htm
技术讲师,          珠海市横琴圆方一汇商业管理有限公司        ,6千-1.2万,智能|港澳台公司|20-99人|租赁服务,珠海·香洲区·横琴镇,经验不限,本科,http://www.zhaopin.com/jobdetail/CCL1279406470J40687406514.htm
博士后研究人员,          嘉兴市敏硕智能科技有限公司        ,2.5万-4万,人工智能|机器人研发|光学研究|机械工程|电气电力|民营|20-99人|人工智能,嘉兴·秀洲区·高照街道,经验不限,博士,http://www.zhaopin.com/jobdetail/CCL1300998240J40224481006.htm
AI英语伴学教练,          天津市乐福天睿课外培训学校有限公司        ,35-50元/时,英语老师|英语教学|100-299人|培训/辅导服务,全国,经验不限,大专,http://www.zhaopin.com/jobdetail/CC872231050J40545861407.htm
人工智能销售主管(独角兽+高提成+ToB端),          探迹科技        ,1.5万-3万,企业客户|区域销售|电话销售|面销/陌拜|知识产权销售|法律服务销售|民营|1000-9999人|互联网,宁波·鄞州·首南,3-5年,大专,http://www.zhaopin.com/jobdetail/CC406882580J40658161602.htm
（双休）人工智能销售,          重庆凡事问问科技有限公司        ,7千-1.4万,企业客户|面销/陌拜|五险|双休|节日福利|20人以下|人工智能,重庆·九龙坡·石坪桥,经验不限,大专,http://www.zhaopin.com/jobdetail/CCL1491783270J40679104007.htm
人工智能产品运营/8k,          北京万古恒信科技有限公司        ,8千-9千,数据标注|民营|300-499人|企业服务,郑州·中原·梧桐,1-3年,大专,http://www.zhaopin.com/jobdetail/CC206322610J40648532502.htm
